Accepted Symbol,Scientific Name,Common Name,State and Province,Duration,Growth Hit,Native Status,Invasive,Image Gallery,Active Growth Period,After Harvest Regrowth Rate,Flower Color,Flower Conspicuous,Fruit Color,Fruit Conspicuous,Growth Rate,"Height, Mature (feet)",Lifespan,Toxicity,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Drought Tolerance,Moisture Use,Precipitation (Maximum),"Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,Bloom Period,Fruit/Seed Period Begin,Fruit/Seed Period End
ECCO2,Echinochloa colona,jungle rice,"[AL, AR, AZ, CA, FL, GA, HI, IL, KS, KY, LA, MA, MD, MO, MS, MT, NC, NJ, NM, OK, OR, PA, PW, SC, TN, TX, VA, VT, WA]",Annual,Graminoid,Introduced,"SWSS, WSWS",Photo,Spring,,Green,No,Yellow,No,Moderate,2.0,,None,Yes,Yes,Yes,Low,Medium,60,6,None,Intolerant,Late Spring,Summer,Fall
ECPA,Echinacea pallida,pale purple coneflower,"[AL, AR, CT, GA, IA, IL, IN, KS, LA, MA, MD, ME, MI, MO, NC, NE, NY, OK, SC, TN, TX, VA, WI]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Slow,White,Yes,Black,No,Moderate,1.2,Long,None,Yes,Yes,Yes,Medium,Medium,40,14,Low,Intolerant,Early Summer,Summer,Fall
ECPR,Eclipta prostrata,false daisy," [AL, AR, AZ, CA, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NM, NY, OH, OK, PA, PW, SC, SD, TN, TX, VA, WI, WV]","Annual, Perennial",Forb/herb,Native,"KY, N'EAST, SWSS",Photo,Summer,,White,No,,No,Moderate,3.2,Moderate,None,Yes,Yes,Yes,Low,Medium,50,14,Low,Intermediate,Summer,Summer,Fall
ECPU,Echinacea purpurea,eastern purple coneflower,"[AL, AR, CO, CT, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Slow,Purple,Yes,Black,No,Moderate,1.2,Long,None,Yes,Yes,Yes,Low,Medium,40,24,Low,Intolerant,Early Summer,Summer,Fall
ECWA,Echinochloa walteri,coast cockspur grass,"[AL, AR, CT, DC, DE, FL, GA, HI, IA, IL, IN, KY, LA, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WI, WV]",Annual,Graminoid,Native,,Photo,Summer,Moderate,Green,No,Yellow,No,Moderate,6.5,,None,No,No,Yes,Low,High,50,14,Medium,Intolerant,Summer,Summer,Fall
EHCA,Ehrharta calycina,perennial veldtgrass,"[CA, HI, TX]",Perennial,Graminoid,Introduced,Cal-IPC,Photo,"Fall, Winter and Spring",Moderate,Yellow,No,Brown,No,Rapid,4.0,Short,None,No,Yes,Yes,Low,Medium,80,16,Low,Intolerant,Spring,Summer,Summer
ELAC,Eleocharis acicularis,needle spikerush,"[AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]","Annual, Perennial",Graminoid,Native,,Photo,"Spring, Summer, Fall",Slow,White,No,Brown,No,Moderate,0.7,Moderate,None,No,Yes,Yes,Low,Medium,50,10,Medium,Intolerant,Mid Summer,Summer,Fall
ELAN,Elaeagnus angustifolia,Russian olive,"[AZ, CA, CO, CT, IA, ID, IL, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WY]",Perennial,"Tree, Shrub",Introduced,"Cal-IPC, NE&GP, STATE, WI, WSWS",Photo,Spring and Summer,,Yellow,Yes,Yellow,Yes,Rapid,35,Long,None,Yes,Yes,No,High,High,40,20,High,Intolerant,Early Summer,Summer,Fall
ELCA3,Elephantopus carolinianus,Carolina elephantsfoot,"[AL, AR, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, OH, OK, PA, SC, TN, TX, VA, WV]",Perennial,Forb/herb,Native,,Photo,Summer,Slow,Purple,Yes,Brown,No,Rapid,2.7,Moderate,None,Yes,Yes,Yes,Medium,Medium,55,10,None,Intolerant,Mid Summer,Summer,Fall
ELCA4,Elymus canadensis,Canada wildrye,"[AR, AZ, CA, CO, CT, DC, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Native,,Photo,"Spring, Summer, Fall",Moderate,Yellow,No,Brown,No,Rapid,3.0,Short,None,Yes,Yes,Yes,Medium,Medium,45,16,Medium,Tolerant,Late Spring,Spring,Summer
ELCO,Elaeagnus commutata,silverberry,"[AK, CO, ID, KY, MD, MN, MT, ND, NY, RI, SD, TX, UT, WA, WY]",Perennial,Shrub,Native,,Photo,Spring and Summer,,Yellow,No,Red,Yes,Rapid,12,Moderate,None,Yes,Yes,No,High,Low,45,18,Medium,Intolerant,Early Summer,Summer,Fall
ELEL5,Elymus elymoides,squirreltail,"[AZ, CA, CO, DC, ID, IL, KS, KY, MO, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY]",Perennial,Graminoid,Native,,Photo,Spring,Moderate,Yellow,No,Brown,No,Moderate,1.5,Long,None,No,Yes,Yes,High,Low,16,12,Low,Intolerant,Mid Spring,Spring,Summer
ELGL,Elymus glaucus,blue wildrye,"[AK, AR, AZ, CA, CO, ID, IL, KS, MI, MO, MT, ND, NM, NV, NY, OK, OR, SD, TX, UT, WA, WY]",Perennial,Graminoid,Native,,Photo,"Spring, Summer, Fall",Moderate,Yellow,No,Brown,No,Rapid,3.3,Moderate,None,Yes,Yes,Yes,High,Low,60,12,Medium,Tolerant,Early Summer,Summer,Summer
ELLAL,Elymus lanceolatus ssp. lanceolatus,thickspike wheatgrass,"[AK, AZ, CA, CO, ID, IL, MI, MT, ND, NE, NM, NV, OR, SD, WA, WI, WY]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Moderate,Yellow,No,Brown,No,Rapid,2.5,Long,None,Yes,Yes,No,High,Medium,25,18,Medium,Intolerant,Mid Spring,Spring,Summer
ELOB2,Eleocharis obtusa,blunt spikerush,"[AL, AR, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV]","Annual, Perennial",Graminoid,Native,,Photo,Spring,,Yellow,No,Brown,No,Moderate,1.6,Short,None,Yes,Yes,Yes,Low,Medium,60,10,None,Intolerant,Summer,Spring,Fall
ELPA3,Eleocharis palustris,common spikerush,"[AK, AL, AR, AZ, CA, CO, CT, DC, DE, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Native,,Photo,Spring,,Brown,No,Brown,No,Moderate,1.3,Moderate,None,Yes,No,Yes,Low,High,60,14,Low,Intolerant,Late Spring,Fall,Summer
ELPY,Elliottia pyroliflora,copperbush,"[AK, OR, WA]",Perennial,Shrub,Native,,Photo,Spring and Summer,,Red,No,Red,No,,5.0,Short,,Yes,Yes,No,Low,,200,12,,,,,
ELRE4,Elymus repens,quackgrass,"[AK, AR, AZ, CA, CO, CT, DC, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Introduced,,Photo,Spring and Summer,Moderate,Yellow,No,Brown,No,Rapid,2.6,Moderate,None,Yes,Yes,Yes,Low,Medium,65,14,None,Intolerant,Mid Spring,Spring,Summer
ELRI,Elymus riparius,riverbank wildrye,"[AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Yellow,No,Brown,No,Moderate,4.5,Moderate,None,Yes,Yes,Yes,Low,High,55,10,None,Tolerant,Mid Summer,Summer,Fall
ELSI,Elymus sibiricus,Siberian wildrye,[AK],Perennial,Graminoid,Native,,Photo,Spring and Summer,Moderate,Yellow,No,Brown,No,Moderate,3.0,Short,None,Yes,Yes,No,High,Low,55,14,None,Intolerant,Late Spring,Spring,Summer
ELTE,Eleocharis tenuis,slender spikerush,"[AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV]",Perennial,Graminoid,Native,,,Spring,Slow,Brown,No,Green,No,Moderate,2.9,Moderate,None,Yes,Yes,Yes,Low,Low,60,14,None,Intolerant,Late Spring,Spring,Fall
ELTR7,Elymus trachycaulus,slender wheatgrass,"[AK, AZ, CA, CO, CT, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Native,,Photo,Spring,Moderate,Yellow,No,Brown,No,Rapid,3.0,Moderate,None,No,Yes,Yes,High,Low,25,16,High,Intolerant,Late Spring,Spring,Summer
ELTRT,Elymus trachycaulus ssp. trachycaulus,slender wheatgrass,"[AK, AZ, CA, CO, CT, IA, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Native,,Photo,Spring,Slow,Yellow,No,Brown,No,Rapid,2.0,Long,None,No,Yes,Yes,Low,Medium,40,16,Medium,Intolerant,Spring,Spring,Spring
ELUM,Elaeagnus umbellata,autumn olive,"[AL, AR, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, NE, NH, NJ, NY, OH, OR, PA, RI, SC, TN, VA, VT, WA, WI, WV]",Perennial,Shrub,Introduced,"SEEPPC, STATE, WI",Photo,Spring and Summer,,Yellow,Yes,Red,Yes,Rapid,18,Short,None,Yes,Yes,Yes,Medium,Medium,50,18,None,Intolerant,Early Spring,Summer,Fall
ELVI3,Elymus virginicus,Virginia wildrye,"[AL, AR, AZ, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY]",Perennial,Graminoid,Native,,Photo,Spring,Slow,Yellow,No,Brown,No,Moderate,2.8,Short,None,Yes,Yes,Yes,Medium,Medium,55,12,None,Tolerant,Early Spring,Spring,Summer
EMNI,Empetrum nigrum,black crowberry,"[AK, CA, MI, MN, NH, NY, OR, VT, WA]",Perennial,"Subshrub, Shrub",Native,,Photo,Summer and Fall,,Purple,Yes,Black,Yes,Slow,1.0,Moderate,None,No,Yes,Yes,Medium,Low,55,16,None,Intolerant,Mid Summer,Summer,Summer
ENFA,Encelia farinosa,brittlebush,"[AZ, CA, HI, NV, UT]",Perennial,"Subshrub, Shrub",Native,,Photo,"Fall, Winter and Spring",,Yellow,Yes,Black,No,Rapid,5.0,Short,None,Yes,Yes,Yes,High,Low,10,12,None,Intolerant,Winter,Summer,Summer
ENPE4,Engelmannia peristenia,Engelmann's daisy,"[AR, AZ, CO, KS, MO, NE, NM, OK, SD, TX]",Perennial,Forb/herb,Native,,Photo,Spring and Fall,Slow,Orange,No,Brown,No,Moderate,4.0,Moderate,None,No,Yes,Yes,Medium,Medium,35,20,Low,Intolerant,Spring,Spring,Summer
EPCO,Epilobium coloratum,purpleleaf willowherb,"[AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV]",Perennial,Forb/herb,Native,,Photo,Spring,Slow,Red,Yes,Brown,No,Moderate,3.3,Moderate,None,No,Yes,Yes,Low,High,55,10,None,Intermediate,Summer,Summer,Fall
EPGL,Epilobium glaberrimum,glaucus willowherb,"[CA, ID, MT, NV, OR, UT, WA, WY]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Slow,Purple,No,White,No,Slow,2.0,Moderate,None,No,Yes,Yes,Low,Medium,20,8,None,Tolerant,Mid Summer,Summer,Summer
EPLE2,Epilobium leptophyllum,bog willowherb,"[AK, CA, CO, CT, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY]",Perennial,Forb/herb,Native,,Photo,Spring,Slow,Red,Yes,Brown,No,Slow,3.6,Moderate,None,No,Yes,Yes,Low,High,50,10,None,Intermediate,Summer,Summer,Fall
EPTO,Ephedra torreyana,Torrey's jointfir,"[AZ, CO, NM, NV, TX, UT]",Perennial,"Shrub, Subshrub",Native,,Photo,Spring,,White,No,Brown,No,Slow,1.0,Long,None,Yes,Yes,No,High,Low,14,24,High,Intolerant,Early Spring,Spring,Spring
EPVI,Ephedra viridis,mormon tea,"[AZ, CA, CO, NM, NV, OR, UT, WY]",Perennial,Shrub,Native,,Photo,Spring and Summer,,Yellow,No,Brown,No,Slow,3.0,Long,None,Yes,Yes,No,High,Low,12,10,High,Intermediate,Mid Spring,Spring,Summer
EQSY,Equisetum sylvaticum,woodland horsetail,"[AK, CT, DE, IA, ID, IL, MA, MD, ME, MI, MN, MT, NC, ND, NH, NJ, NY, OH, PA, RI, SD, VA, VT, WA, WI, WV, WY]",Perennial,Forb/herb,Native,,Photo,Spring,Slow,Green,No,Green,No,Rapid,0.9,Short,Moderate,Yes,Yes,Yes,High,Low,100,6,None,Tolerant,Spring,Spring,Fall
ERCA6,Eriodictyon californicum,California yerba santa,"[CA, OR]",Perennial,Shrub,Native,,Photo,Spring and Summer,,Purple,Yes,Brown,Yes,Moderate,8.0,Moderate,None,Yes,Yes,Yes,High,Low,24,6,None,Intolerant,Spring,Summer,Fall
ERCAC,Erysimum capitatum var. capitatum,sanddune wallflower,"[AK, AR, AZ, CA, CO, IA, ID, IL, IN, KS, MD, MI, MO, MT, NM, NV, OH, OK, OR, TN, TX, UT, VA, WA, WI, WV, WY]","Biennial, Perennial",Forb/herb,Native,,Photo,Spring and Summer,Slow,Yellow,Yes,Brown,No,Rapid,2.5,Short,None,Yes,Yes,No,Medium,Medium,30,12,Low,Intolerant,Mid Spring,Summer,Summer
ERCO4,Erigeron compositus,cutleaf daisy,"[AK, AZ, CA, CO, ID, MT, ND, NM, NV, OR, SD, UT, WA, WY]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Slow,White,Yes,Brown,No,Moderate,1.0,Moderate,None,Yes,Yes,Yes,High,Low,24,10,Low,Intolerant,Late Spring,Spring,Summer
ERCU2,Eragrostis curvula,weeping lovegrass,"[AL, AR, AZ, CA, CO, DE, FL, GA, HI, IL, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NM, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WV]",Perennial,Graminoid,Introduced,,Photo,Summer,Slow,Yellow,No,Brown,No,Rapid,3.0,Short,None,Yes,Yes,No,High,Medium,40,14,Low,Intolerant,Mid Spring,Spring,Summer
ERDE5,Eriocaulon decangulare,tenangle pipewort,"[AL, AR, DC, DE, FL, GA, LA, MD, MS, NC, NJ, OK, PA, SC, TN, TX, VA]",Perennial,Forb/herb,Native,,Photo,Spring,Slow,White,No,Brown,Yes,Moderate,2.6,Moderate,None,Yes,Yes,No,Medium,Medium,60,18,None,Intolerant,Spring,Summer,Summer
EREA,Erigeron eatonii,Eaton's fleabane,"[AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Slow,White,Yes,Brown,No,Moderate,0.8,Moderate,None,Yes,Yes,Yes,High,Low,14,12,Low,Intolerant,Late Spring,Spring,Summer
ERFA2,Eriogonum fasciculatum,Eastern Mojave buckwheat,"[AZ, CA, NV, UT]",Perennial,"Shrub, Subshrub",Native,,Photo,Spring and Summer,Slow,White,Yes,White,No,Moderate,3.0,Long,None,Yes,Yes,No,High,Low,20,10,Medium,Intolerant,Mid Summer,Summer,Fall
ERFI2,Erigeron filifolius,threadleaf fleabane,"[CA, ID, MT, NV, OR, UT, WA]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Moderate,Purple,Yes,Brown,No,Rapid,1.0,Short,None,Yes,Yes,No,High,Low,60,6,None,Intolerant,Late Summer,Summer,Fall
ERIN,Eragrostis intermedia,plains lovegrass,"[AL, AR, AZ, CA, FL, GA, KS, LA, MA, ME, MO, MS, NC, NM, OK, SC, TN, TX, VA]",Perennial,Graminoid,Native,,Photo,Summer,Slow,Yellow,No,Brown,No,Moderate,2.7,Long,None,Yes,Yes,No,High,Low,18,12,Low,Intolerant,Late Spring,Summer,Summer
ERLE,Eragrostis lehmanniana,Lehmann lovegrass,"[AZ, CA, NM, OK, TX, UT]",Perennial,Graminoid,Introduced,,Photo,Summer,Moderate,Yellow,No,Brown,No,Rapid,3.0,Moderate,None,Yes,Yes,No,High,Medium,30,10,Medium,Intolerant,Mid Spring,Summer,Summer
ERLI,Erigeron linearis,desert yellow fleane,"[CA, ID, MT, NV, OR, UT, WA, WY]",Perennial,Forb/herb,Native,,Photo,"Spring, Summer, Fall",Slow,White,Yes,Brown,No,Moderate,1.0,Moderate,None,Yes,Yes,No,High,Low,16,12,Low,Intolerant,Late Spring,Summer,Summer
ERMA4,Eriogonum marifolium,marumleaf buckwheat,"[CA, NV, OR, WA]",Perennial,"Subshrub, Forb/herb",Native,,Photo,Spring and Summer,,Yellow,Yes,Brown,No,Moderate,0.8,Moderate,None,Yes,No,No,High,Low,32,12,None,Intolerant,Late Spring,Summer,Summer
ERMI4,Eriogonum microthecum,slender buckwheat,"[AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY]",Perennial,"Subshrub, Shrub",Native,,Photo,Spring and Summer,,Purple,Yes,Brown,No,Moderate,1.1,Long,None,Yes,Yes,No,High,Low,26,12,None,Intolerant,Mid Summer,Summer,Fall
ERNI2,Eriogonum niveum,snow buckwheat,"[ID, OR, WA]",Perennial,"Subshrub, Forb/herb",Native,,Photo,"Spring, Summer, Fall",,White,Yes,Brown,No,Slow,2.0,Long,None,Yes,Yes,No,High,Low,18,12,None,Intolerant,Early Summer,Summer,Fall
EROP,Eremochloa ophiuroides,centipede grass,"[AL, AR, FL, GA, LA, MA, MS, NC, SC, TN, TX, VA]",Perennial,Graminoid,Introduced,,Photo,"Spring, Summer, Fall",Moderate,Yellow,No,Brown,No,Rapid,0.4,Long,None,Yes,Yes,No,Medium,Medium,60,12,None,Intermediate,,,
ERPE3,Erigeron peregrinus,subalpine fleane,"[AK, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Slow,Purple,Yes,Brown,No,Moderate,2.0,Moderate,None,Yes,Yes,No,Low,High,20,8,None,Intermediate,Late Spring,Summer,Fall
ERPH,Erigeron philadelphicus,Philadelphia fleabane,"[AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY]","Biennial, Perennial",Forb/herb,Native,SWSS,Photo,Spring and Summer,Slow,White,Yes,Brown,No,Moderate,2.8,Short,None,No,Yes,Yes,Low,Medium,55,10,None,Intermediate,Mid Spring,Spring,Summer
ERPO3,Eriochloa polystachya,Caribgrass,"[FL, MS, TX]","Annual, Perennial",Graminoid,Native,,Photo,Spring and Summer,Moderate,,No,,No,Rapid,3.0,Short,None,No,No,No,Medium,,100,12,,Intolerant,Summer,,
ERSP,Eragrostis spectabilis,purple lovegrass,"[AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY]",Perennial,Graminoid,Native,NE&GP,Photo,Spring,Slow,Green,No,Yellow,Yes,Moderate,0.9,Moderate,None,Yes,Yes,No,High,Low,60,4,None,Intolerant,Spring,Summer,Fall
ERSP7,Eriogonum sphaerocephalum,rock buckwheat,"[CA, ID, NV, OR, WA]",Perennial,"Subshrub, Shrub",Native,,Photo,Spring,,Yellow,Yes,Brown,No,Slow,1.0,Long,None,Yes,Yes,No,High,Low,18,14,Low,Intolerant,Mid Spring,Spring,Summer
ERST3,Erigeron strigosus,prairie fleabane,"[AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY]","Annual, Biennial, Perennial",Forb/herb,Native,NE&GP,Photo,Spring and Summer,Slow,White,Yes,Brown,No,Moderate,3.0,Short,None,Yes,Yes,Yes,Medium,Medium,55,10,None,Intolerant,Late Spring,Spring,Summer
ERST4,Eriogonum strictum,Blue Mountain buckwheat,"[CA, ID, MT, NV, OR, WA]",Perennial,"Subshrub, Forb/herb",Native,,Photo,Spring and Summer,,Yellow,Yes,Brown,No,Slow,2.2,Long,None,Yes,Yes,No,High,Low,18,14,Low,Intolerant,Late Spring,Summer,Summer
ERSU,Eragrostis superba,Wilman lovegrass,"[AZ, CA, HI, NM, TX]",Perennial,Graminoid,Introduced,,Photo,Summer,Rapid,Yellow,No,Brown,No,Rapid,3.5,Short,None,Yes,Yes,No,High,Medium,40,16,Low,Intolerant,Late Spring,Summer,Fall
ERTH4,Eriogonum thymoides,thymeleaf buckwheat,"[ID, OR, WA]",Perennial,"Subshrub, Forb/herb",Native,,Photo,Spring and Summer,,White,Yes,Brown,No,Slow,1.0,Long,None,Yes,Yes,No,High,Low,18,12,Low,Intolerant,Mid Summer,Summer,Fall
ERTR3,Eragrostis trichodes,sand lovegrass,"[AL, AR, CO, IA, IL, IN, KS, LA, MI, MN, MO, MS, NE, NM, NY, OH, OK, SD, TN, TX, VA, WI, WY]",Perennial,Graminoid,Native,,,Summer and Fall,Moderate,Yellow,No,Brown,No,Rapid,3.5,Short,None,Yes,No,No,High,Medium,35,16,Low,Intolerant,Late Spring,Summer,Fall
ERUM,Eriogonum umbellatum,sulphur-flower buckwheat,"[AZ, CA, CO, ID, MT, NV, OR, UT, WA, WY]",Perennial,"Subshrub, Shrub, Forb/herb",Native,,Photo,Spring and Summer,,Yellow,Yes,Brown,No,Slow,1.0,Moderate,None,Yes,Yes,No,High,Low,40,20,High,Intolerant,Early Summer,Summer,Fall
ERVI8,Eriophorum virginicum,tawny cottongrass,"[CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV]",Perennial,Graminoid,Native,,Photo,Summer,Slow,Green,No,Black,Yes,Moderate,3.9,Moderate,None,Yes,Yes,Yes,Low,Medium,50,14,None,Intolerant,Indeterminate,Summer,Fall
ERWR,Eriogonum wrightii,bastardsage,"[AZ, CA, NM, NV, TX, UT]",Perennial,"Subshrub, Shrub, Forb/herb",Native,,Photo,Spring and Fall,,White,Yes,Brown,No,Slow,2.0,Long,None,Yes,Yes,No,High,Low,14,12,Low,Intermediate,Summer,Fall,Fall
ESCA2,Eschscholzia californica,California poppy,"[AK, AL, AZ, CA, CO, CT, DE, GA, HI, ID, IL, KY, LA, MA, MI, MO, NC, NE, NH, NM, NV, NY, OH, OR, PA, SC, TN, TX, UT, WA, WI, WY]","Annual, Perennial",Forb/herb,Native,SEEPPC,Photo,"Spring, Summer, Fall",Slow,Orange,Yes,Brown,No,Moderate,1.2,Short,None,No,Yes,Yes,Medium,Low,18,10,None,Intermediate,Late Spring,Summer,Summer
EUAT5,Euonymus atropurpureus,burningbush,"[AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, WI, WV]",Perennial,"Tree, Shrub",Native,,,,,,,,,,,,,,,,,,,,,,,,
EUAT5,Euonymus atropurpurea,,,,,,,Photo,Spring and Summer,,Purple,No,Red,No,Slow,10,Short,Moderate,Yes,Yes,Yes,Medium,Low,,12,Low,Tolerant,Late Spring,Fall,Fall
EUCA2,Eucalyptus camaldulensis,river redgum,"[CA, FL, HI]",Perennial,Tree,Introduced,,Photo,"Spring, Summer, Fall",,Yellow,Yes,Brown,Yes,Rapid,120,Long,None,Yes,Yes,Yes,Medium,High,100,20,Medium,Intermediate,Early Spring,Summer,Winter
EUEN,Eucephalus engelmannii,Engelmann's aster,"[CA, CO, ID, MT, NV, UT, WA, WY]",Perennial,"Forb/herb, Subshrub",Native,,Photo,Spring and Summer,Slow,White,Yes,Brown,No,Moderate,6.0,Long,None,No,Yes,Yes,Low,Medium,40,12,None,Tolerant,Early Summer,Summer,Summer
EUGL,Eucalyptus globulus,Tasmanian bluegum,"[CA, HI, PW]",Perennial,Tree,Introduced,"Cal-IPC, HEAR",Photo,"Fall, Winter and Spring",,White,Yes,Black,Yes,Rapid,160,Long,None,Yes,Yes,Yes,Low,High,60,24,Low,Intolerant,Fall,Winter,Fall
EUGR12,Eucalyptus grandis,grand eucalyptus,[FL],Perennial,Tree,Introduced,,Photo,"Fall, Winter and Spring",,White,Yes,Black,Yes,Rapid,160,Long,None,Yes,Yes,Yes,Low,Medium,70,20,None,Intolerant,Fall,Winter,Spring
EUIN9,Eurybia integrifolia,thickstem aster,"[CA, ID, MT, NV, OR, UT, WA, WY]",Perennial,"Forb/herb, Subshrub",Native,,Photo,Spring and Summer,Rapid,Purple,Yes,Brown,No,Rapid,3.0,Short,None,Yes,Yes,No,High,Low,60,6,None,Intolerant,Late Summer,Summer,Fall
EURH,Eugenia rhombea,red stopper,[FL],Perennial,"Tree, Shrub",Native,,Photo,,,White,No,Red,Yes,Moderate,20,,,Yes,Yes,No,High,,,36,,Tolerant,Indeterminate,Winter,Winter
EURO2,Eucalyptus robusta,swampmahogany,"[FL, HI]",Perennial,Tree,Introduced,HEAR,Photo,"Fall, Winter and Spring",,Yellow,Yes,Green,Yes,Rapid,160,Long,None,Yes,Yes,Yes,Low,Medium,250,24,None,Intolerant,Late Winter,Summer,Fall
